id	image_path	input	output
3082_enriched.hrc	image_generator/data/images/3082_empty_0_close-up_shot_2_original.png	i lost my ring in the living room can you search for it maybe it 's near the sofa	[{'frame': 'LOCATING', 'elements': [{'name': 'Cognizer', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'it', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'sofa', 'bbox_2d': [34, 429, 607, 719]}]}]
3143_enriched.hrc	image_generator/data/images/3143_full_1_close-up_shot_2_original.png	take the glass jar	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'jar', 'bbox_2d': [368, 545, 580, 960]}]}]
3143_enriched.hrc	image_generator/data/images/3143_full_1_close-up_shot_4_original.png	take the glass jar	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'jar', 'bbox_2d': [302, 584, 496, 915]}]}]
3143_enriched.hrc	image_generator/data/images/3143_empty_0_close-up_shot_3_original.png	take the glass jar	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'jar', 'bbox_2d': [357, 435, 621, 897]}]}]
3143_enriched.hrc	image_generator/data/images/3143_empty_0_close-up_shot_2_original.png	take the glass jar	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'jar', 'bbox_2d': [221, 436, 471, 815]}]}]
3135_enriched.hrc	image_generator/data/images/3135_full_1_close-up_shot_2_original.png	take the wine bottles in the kitchen	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottles', 'bbox_2d': '<MISSING>'}]}]
3135_enriched.hrc	image_generator/data/images/3135_full_1_close-up_shot_4_original.png	take the wine bottles in the kitchen	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottles', 'bbox_2d': '<MISSING>'}]}]
3135_enriched.hrc	image_generator/data/images/3135_empty_0_close-up_shot_3_original.png	take the wine bottles in the kitchen	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottles', 'bbox_2d': '<MISSING>'}]}]
3135_enriched.hrc	image_generator/data/images/3135_empty_0_close-up_shot_2_original.png	take the wine bottles in the kitchen	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottles', 'bbox_2d': '<MISSING>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_full_3_close-up_shot_2_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 571, 1020, 1018]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_full_3_close-up_shot_4_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 469, 1020, 1017]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_empty_3_close-up_shot_2_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 553, 1021, 1017]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_empty_3_close-up_shot_4_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 490, 1021, 1018]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_partial_2_close-up_shot_3_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 586, 1021, 1019]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_partial_2_close-up_shot_4_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [84, 558, 1021, 1019]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3075_enriched.hrc	image_generator/data/images/3075_full_1_close-up_shot_2_original.png	go to the garden	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'garden', 'bbox_2d': '<ROOM>'}]}]
3075_enriched.hrc	image_generator/data/images/3075_full_1_close-up_shot_4_original.png	go to the garden	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'garden', 'bbox_2d': '<ROOM>'}]}]
3075_enriched.hrc	image_generator/data/images/3075_empty_0_close-up_shot_3_original.png	go to the garden	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'garden', 'bbox_2d': '<ROOM>'}]}]
3075_enriched.hrc	image_generator/data/images/3075_empty_0_close-up_shot_2_original.png	go to the garden	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'garden', 'bbox_2d': '<ROOM>'}]}]
3062_enriched.hrc	image_generator/data/images/3062_full_1_close-up_shot_2_original.png	find the keys	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'keys', 'bbox_2d': [296, 615, 687, 761]}]}]
3062_enriched.hrc	image_generator/data/images/3062_full_1_close-up_shot_4_original.png	find the keys	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'keys', 'bbox_2d': [94, 590, 515, 792]}]}]
3062_enriched.hrc	image_generator/data/images/3062_empty_0_close-up_shot_3_original.png	find the keys	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'keys', 'bbox_2d': [691, 773, 1020, 997]}]}]
3062_enriched.hrc	image_generator/data/images/3062_empty_0_close-up_shot_2_original.png	find the keys	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'keys', 'bbox_2d': [229, 848, 355, 987]}]}]
3066_enriched.hrc	image_generator/data/images/3066_full_1_close-up_shot_2_original.png	go in the bathroom and find the newspaper	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'bathroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'newspaper', 'bbox_2d': [69, 541, 733, 800]}]}]
3066_enriched.hrc	image_generator/data/images/3066_full_1_close-up_shot_4_original.png	go in the bathroom and find the newspaper	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'bathroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'newspaper', 'bbox_2d': [102, 347, 871, 775]}]}]
3066_enriched.hrc	image_generator/data/images/3066_empty_0_close-up_shot_2_original.png	go in the bathroom and find the newspaper	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'bathroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'newspaper', 'bbox_2d': [123, 576, 248, 652]}]}]
3066_enriched.hrc	image_generator/data/images/3066_empty_0_close-up_shot_4_original.png	go in the bathroom and find the newspaper	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'bathroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'newspaper', 'bbox_2d': [162, 744, 510, 885]}]}]
3113_enriched.hrc	image_generator/data/images/3113_full_1_close-up_shot_2_original.png	release the box	[{'frame': 'RELEASING', 'elements': [{'name': 'Theme', 'surface': 'box', 'bbox_2d': [255, 612, 799, 803]}]}]
3113_enriched.hrc	image_generator/data/images/3113_full_1_close-up_shot_4_original.png	release the box	[{'frame': 'RELEASING', 'elements': [{'name': 'Theme', 'surface': 'box', 'bbox_2d': [133, 346, 927, 926]}]}]
3113_enriched.hrc	image_generator/data/images/3113_empty_0_long_shot_4_original.png	release the box	[{'frame': 'RELEASING', 'elements': [{'name': 'Theme', 'surface': 'box', 'bbox_2d': '<MISSING>'}]}]
3113_enriched.hrc	image_generator/data/images/3113_empty_0_low-angle_shot_3_original.png	release the box	[{'frame': 'RELEASING', 'elements': [{'name': 'Theme', 'surface': 'box', 'bbox_2d': '<MISSING>'}]}]
3061_enriched.hrc	image_generator/data/images/3061_full_1_close-up_shot_4_original.png	find my computer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'computer', 'bbox_2d': [2, 333, 888, 921]}]}]
3061_enriched.hrc	image_generator/data/images/3061_full_1_close-up_shot_1_original.png	find my computer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'computer', 'bbox_2d': '<MISSING>'}]}]
3061_enriched.hrc	image_generator/data/images/3061_empty_0_close-up_shot_4_original.png	find my computer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'computer', 'bbox_2d': [826, 226, 1022, 561]}]}]
3061_enriched.hrc	image_generator/data/images/3061_empty_0_close-up_shot_1_original.png	find my computer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'computer', 'bbox_2d': [270, 209, 496, 356]}]}]
3110_enriched.hrc	image_generator/data/images/3110_empty_0_high-angle_shot_3_original.png	put the soap on the bathroom sink	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'soap', 'bbox_2d': '<MISSING>'}, {'name': 'Goal', 'surface': 'sink', 'bbox_2d': [359, 591, 573, 716]}]}]
3110_enriched.hrc	image_generator/data/images/3110_empty_0_high-angle_shot_4_original.png	put the soap on the bathroom sink	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'soap', 'bbox_2d': '<MISSING>'}, {'name': 'Goal', 'surface': 'sink', 'bbox_2d': [474, 707, 633, 831]}]}]
3110_enriched.hrc	image_generator/data/images/3110_partial_2_close-up_shot_3_original.png	put the soap on the bathroom sink	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'soap', 'bbox_2d': [90, 471, 284, 742]}, {'name': 'Goal', 'surface': 'sink', 'bbox_2d': [56, 677, 845, 966]}]}]
3110_enriched.hrc	image_generator/data/images/3110_partial_2_close-up_shot_2_original.png	put the soap on the bathroom sink	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'soap', 'bbox_2d': [228, 579, 325, 772]}, {'name': 'Goal', 'surface': 'sink', 'bbox_2d': '<MISSING>'}]}]
3100_enriched.hrc	image_generator/data/images/3100_full_1_close-up_shot_2_original.png	put down the newspaper	[{'frame': 'PLACING', 'elements': [{'name': 'Area', 'surface': 'down', 'bbox_2d': '<POSITION>'}, {'name': 'Theme', 'surface': 'newspaper', 'bbox_2d': [55, 540, 1019, 982]}]}]
3100_enriched.hrc	image_generator/data/images/3100_full_1_close-up_shot_4_original.png	put down the newspaper	[{'frame': 'PLACING', 'elements': [{'name': 'Area', 'surface': 'down', 'bbox_2d': '<POSITION>'}, {'name': 'Theme', 'surface': 'newspaper', 'bbox_2d': [181, 527, 992, 925]}]}]
3100_enriched.hrc	image_generator/data/images/3100_empty_0_high-angle_shot_3_original.png	put down the newspaper	[{'frame': 'PLACING', 'elements': [{'name': 'Area', 'surface': 'down', 'bbox_2d': '<POSITION>'}, {'name': 'Theme', 'surface': 'newspaper', 'bbox_2d': [489, 653, 562, 788]}]}]
3100_enriched.hrc	image_generator/data/images/3100_empty_0_high-angle_shot_2_original.png	put down the newspaper	[{'frame': 'PLACING', 'elements': [{'name': 'Area', 'surface': 'down', 'bbox_2d': '<POSITION>'}, {'name': 'Theme', 'surface': 'newspaper', 'bbox_2d': [409, 636, 510, 745]}]}]
