id	image_path	input	output
3148_enriched.hrc	image_generator/data/images/3148_full_1_close-up_shot_2_original.png	take three coffee cups and bring them to me	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'cups', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}]}]
3148_enriched.hrc	image_generator/data/images/3148_empty_0_close-up_shot_3_original.png	take three coffee cups and bring them to me	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'cups', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}]}]
3094_enriched.hrc	image_generator/data/images/3094_empty_0_close-up_shot_2_original.png	move to the dining room	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'room', 'bbox_2d': '<ROOM>'}]}]
3093_enriched.hrc	image_generator/data/images/3093_empty_0_long_shot_3_original.png	move to the bedroom	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'bedroom', 'bbox_2d': '<ROOM>'}]}]
3083_enriched.hrc	image_generator/data/images/3083_empty_0_close-up_shot_2_original.png	i need my watch find it please	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'it', 'bbox_2d': '<MISSING>'}]}]
3149_enriched.hrc	image_generator/data/images/3149_empty_3_close-up_shot_2_original.png	the keys should be on the table on the right of a pile of forks	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'keys', 'bbox_2d': [360, 511, 1021, 773]}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 256, 1021, 1017]}]}]
3149_enriched.hrc	image_generator/data/images/3149_partial_3_close-up_shot_4_original.png	the keys should be on the table on the right of a pile of forks	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'keys', 'bbox_2d': [453, 403, 850, 880]}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 267, 1020, 1017]}]}]
3057_enriched.hrc	image_generator/data/images/3057_full_1_close-up_shot_2_original.png	do you think you can find my keys	[{'frame': 'LOCATING', 'elements': [{'name': 'Cognizer', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'keys', 'bbox_2d': '<MISSING>'}]}]
3057_enriched.hrc	image_generator/data/images/3057_empty_0_close-up_shot_1_original.png	do you think you can find my keys	[{'frame': 'LOCATING', 'elements': [{'name': 'Cognizer', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'keys', 'bbox_2d': '<MISSING>'}]}]
3082_enriched.hrc	image_generator/data/images/3082_full_1_close-up_shot_2_original.png	i lost my ring in the living room can you search for it maybe it 's near the sofa	[{'frame': 'LOCATING', 'elements': [{'name': 'Cognizer', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'it', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'sofa', 'bbox_2d': [3, 159, 1020, 1017]}]}]
3082_enriched.hrc	image_generator/data/images/3082_empty_0_close-up_shot_3_original.png	i lost my ring in the living room can you search for it maybe it 's near the sofa	[{'frame': 'LOCATING', 'elements': [{'name': 'Cognizer', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Sought_entity', 'surface': 'it', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'sofa', 'bbox_2d': [628, 344, 1021, 1017]}]}]
3143_enriched.hrc	image_generator/data/images/3143_full_1_close-up_shot_2_original.png	take the glass jar	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'jar', 'bbox_2d': [368, 545, 580, 960]}]}]
3143_enriched.hrc	image_generator/data/images/3143_empty_0_close-up_shot_3_original.png	take the glass jar	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'jar', 'bbox_2d': [357, 435, 621, 897]}]}]
3135_enriched.hrc	image_generator/data/images/3135_full_1_close-up_shot_2_original.png	take the wine bottles in the kitchen	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottles', 'bbox_2d': '<MISSING>'}]}]
3135_enriched.hrc	image_generator/data/images/3135_empty_0_close-up_shot_3_original.png	take the wine bottles in the kitchen	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottles', 'bbox_2d': '<MISSING>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_full_3_close-up_shot_2_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 571, 1020, 1018]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_empty_3_close-up_shot_2_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 553, 1021, 1017]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3150_enriched.hrc	image_generator/data/images/3150_partial_2_close-up_shot_3_original.png	there are some forks on the kitchen table can you bring them here	[{'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'forks', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'table', 'bbox_2d': [2, 586, 1021, 1019]}]}, {'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Theme', 'surface': 'them', 'bbox_2d': '<PERSON>'}, {'name': 'Goal', 'surface': 'here', 'bbox_2d': '<POSITION>'}]}]
3075_enriched.hrc	image_generator/data/images/3075_full_1_close-up_shot_2_original.png	go to the garden	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'garden', 'bbox_2d': '<ROOM>'}]}]
3075_enriched.hrc	image_generator/data/images/3075_empty_0_close-up_shot_3_original.png	go to the garden	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'garden', 'bbox_2d': '<ROOM>'}]}]
3062_enriched.hrc	image_generator/data/images/3062_full_1_close-up_shot_2_original.png	find the keys	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'keys', 'bbox_2d': [296, 615, 687, 761]}]}]
3062_enriched.hrc	image_generator/data/images/3062_empty_0_close-up_shot_3_original.png	find the keys	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'keys', 'bbox_2d': [691, 773, 1020, 997]}]}]
3066_enriched.hrc	image_generator/data/images/3066_full_1_close-up_shot_2_original.png	go in the bathroom and find the newspaper	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'bathroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'newspaper', 'bbox_2d': [69, 541, 733, 800]}]}]
3066_enriched.hrc	image_generator/data/images/3066_empty_0_close-up_shot_2_original.png	go in the bathroom and find the newspaper	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'bathroom', 'bbox_2d': '<ROOM>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'newspaper', 'bbox_2d': [123, 576, 248, 652]}]}]
3113_enriched.hrc	image_generator/data/images/3113_full_1_close-up_shot_2_original.png	release the box	[{'frame': 'RELEASING', 'elements': [{'name': 'Theme', 'surface': 'box', 'bbox_2d': [255, 612, 799, 803]}]}]
3113_enriched.hrc	image_generator/data/images/3113_empty_0_long_shot_4_original.png	release the box	[{'frame': 'RELEASING', 'elements': [{'name': 'Theme', 'surface': 'box', 'bbox_2d': '<MISSING>'}]}]
3061_enriched.hrc	image_generator/data/images/3061_full_1_close-up_shot_4_original.png	find my computer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'computer', 'bbox_2d': [2, 333, 888, 921]}]}]
3061_enriched.hrc	image_generator/data/images/3061_empty_0_close-up_shot_4_original.png	find my computer	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'computer', 'bbox_2d': [826, 226, 1022, 561]}]}]
3110_enriched.hrc	image_generator/data/images/3110_empty_0_high-angle_shot_3_original.png	put the soap on the bathroom sink	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'soap', 'bbox_2d': '<MISSING>'}, {'name': 'Goal', 'surface': 'sink', 'bbox_2d': [359, 591, 573, 716]}]}]
3110_enriched.hrc	image_generator/data/images/3110_partial_2_close-up_shot_3_original.png	put the soap on the bathroom sink	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'soap', 'bbox_2d': [90, 471, 284, 742]}, {'name': 'Goal', 'surface': 'sink', 'bbox_2d': [56, 677, 845, 966]}]}]
3100_enriched.hrc	image_generator/data/images/3100_full_1_close-up_shot_2_original.png	put down the newspaper	[{'frame': 'PLACING', 'elements': [{'name': 'Area', 'surface': 'down', 'bbox_2d': '<POSITION>'}, {'name': 'Theme', 'surface': 'newspaper', 'bbox_2d': [55, 540, 1019, 982]}]}]
3100_enriched.hrc	image_generator/data/images/3100_empty_0_high-angle_shot_3_original.png	put down the newspaper	[{'frame': 'PLACING', 'elements': [{'name': 'Area', 'surface': 'down', 'bbox_2d': '<POSITION>'}, {'name': 'Theme', 'surface': 'newspaper', 'bbox_2d': [489, 653, 562, 788]}]}]
3119_enriched.hrc	image_generator/data/images/3119_empty_0_close-up_shot_2_original.png	robot i need you in the bathroom go there please	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'there', 'bbox_2d': '<POSITION>'}]}]
3137_enriched.hrc	image_generator/data/images/3137_full_3_close-up_shot_2_original.png	take the bottle of water on the table	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottle', 'bbox_2d': '<MISSING>'}]}]
3137_enriched.hrc	image_generator/data/images/3137_empty_0_close-up_shot_3_original.png	take the bottle of water on the table	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottle', 'bbox_2d': '<MISSING>'}]}]
3137_enriched.hrc	image_generator/data/images/3137_partial_2_close-up_shot_3_original.png	take the bottle of water on the table	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'bottle', 'bbox_2d': '<MISSING>'}]}]
3043_enriched.hrc	image_generator/data/images/3043_empty_2_high-angle_shot_3_original.png	bring the apple onto the dining table	[{'frame': 'BRINGING', 'elements': [{'name': 'Theme', 'surface': 'apple', 'bbox_2d': [414, 720, 586, 882]}, {'name': 'Goal', 'surface': 'table', 'bbox_2d': [419, 408, 602, 709]}]}]
3043_enriched.hrc	image_generator/data/images/3043_partial_2_close-up_shot_3_original.png	bring the apple onto the dining table	[{'frame': 'BRINGING', 'elements': [{'name': 'Theme', 'surface': 'apple', 'bbox_2d': [59, 482, 447, 903]}, {'name': 'Goal', 'surface': 'table', 'bbox_2d': [378, 507, 750, 745]}]}]
3095_enriched.hrc	image_generator/data/images/3095_full_1_close-up_shot_3_original.png	please find the fork	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fork', 'bbox_2d': [472, 350, 564, 904]}]}]
3095_enriched.hrc	image_generator/data/images/3095_empty_0_close-up_shot_3_original.png	please find the fork	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'fork', 'bbox_2d': [225, 254, 297, 373]}]}]
3053_enriched.hrc	image_generator/data/images/3053_full_1_close-up_shot_2_original.png	carefully search for my bear please	[{'frame': 'LOCATING', 'elements': [{'name': 'Manner', 'surface': 'carefully', 'bbox_2d': '<MISSING>'}, {'name': 'Sought_entity', 'surface': 'bear', 'bbox_2d': [270, 297, 848, 910]}]}]
3053_enriched.hrc	image_generator/data/images/3053_empty_1_close-up_shot_3_original.png	carefully search for my bear please	[{'frame': 'LOCATING', 'elements': [{'name': 'Manner', 'surface': 'carefully', 'bbox_2d': '<MISSING>'}, {'name': 'Sought_entity', 'surface': 'bear', 'bbox_2d': [117, 742, 251, 918]}]}]
3045_enriched.hrc	image_generator/data/images/3045_full_1_close-up_shot_2_original.png	bring us the butterknife	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'us', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'butterknife', 'bbox_2d': [2, 639, 964, 734]}]}]
3045_enriched.hrc	image_generator/data/images/3045_empty_0_long_shot_3_original.png	bring us the butterknife	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'us', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'butterknife', 'bbox_2d': '<MISSING>'}]}]
3065_enriched.hrc	image_generator/data/images/3065_full_1_close-up_shot_2_original.png	go in front of the poster	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'poster', 'bbox_2d': [355, 302, 706, 643]}]}]
3065_enriched.hrc	image_generator/data/images/3065_empty_0_close-up_shot_2_original.png	go in front of the poster	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'poster', 'bbox_2d': [18, 147, 86, 335]}]}]
3084_enriched.hrc	image_generator/data/images/3084_empty_0_high-angle_shot_2_original.png	i really need you to bring me my spoon it is in one of the drawers of the bathroom	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'spoon', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'drawers', 'bbox_2d': '<MISSING>'}]}]
3084_enriched.hrc	image_generator/data/images/3084_partial_2_wide_shot_3_original.png	i really need you to bring me my spoon it is in one of the drawers of the bathroom	[{'frame': 'BRINGING', 'elements': [{'name': 'Agent', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'spoon', 'bbox_2d': '<MISSING>'}]}, {'frame': 'BEING_LOCATED', 'elements': [{'name': 'Theme', 'surface': 'it', 'bbox_2d': '<MISSING>'}, {'name': 'Location', 'surface': 'drawers', 'bbox_2d': '<MISSING>'}]}]
3088_enriched.hrc	image_generator/data/images/3088_full_1_close-up_shot_2_original.png	look for a blue book in the lounge	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'book', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'lounge', 'bbox_2d': '<MISSING>'}]}]
3088_enriched.hrc	image_generator/data/images/3088_empty_0_close-up_shot_3_original.png	look for a blue book in the lounge	[{'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'book', 'bbox_2d': '<MISSING>'}, {'name': 'Ground', 'surface': 'lounge', 'bbox_2d': '<MISSING>'}]}]
3079_enriched.hrc	image_generator/data/images/3079_full_1_close-up_shot_2_original.png	grab the cake plate	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'plate', 'bbox_2d': [189, 683, 939, 898]}]}]
3079_enriched.hrc	image_generator/data/images/3079_empty_0_close-up_shot_3_original.png	grab the cake plate	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'plate', 'bbox_2d': [52, 741, 728, 931]}]}]
3073_enriched.hrc	image_generator/data/images/3073_full_1_close-up_shot_2_original.png	go to the coffee machine	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'machine', 'bbox_2d': '<MISSING>'}]}]
3073_enriched.hrc	image_generator/data/images/3073_empty_0_close-up_shot_3_original.png	go to the coffee machine	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'machine', 'bbox_2d': '<MISSING>'}]}]
3112_enriched.hrc	image_generator/data/images/3112_empty_0_low-angle_shot_3_original.png	put this pan on the toaster	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'pan', 'bbox_2d': [402, 800, 563, 882]}, {'name': 'Goal', 'surface': 'toaster', 'bbox_2d': [154, 642, 406, 898]}]}]
3112_enriched.hrc	image_generator/data/images/3112_partial_2_high-angle_shot_3_original.png	put this pan on the toaster	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'pan', 'bbox_2d': '<MISSING>'}, {'name': 'Goal', 'surface': 'toaster', 'bbox_2d': [153, 659, 412, 931]}]}]
3081_enriched.hrc	image_generator/data/images/3081_full_1_close-up_shot_2_original.png	grab this mug	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'mug', 'bbox_2d': [339, 473, 645, 809]}]}]
3081_enriched.hrc	image_generator/data/images/3081_empty_0_close-up_shot_3_original.png	grab this mug	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'mug', 'bbox_2d': [383, 690, 577, 899]}]}]
3141_enriched.hrc	image_generator/data/images/3141_full_3_close-up_shot_2_original.png	take the corn can on the kitchen table	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'corn', 'bbox_2d': '<MISSING>'}]}]
3141_enriched.hrc	image_generator/data/images/3141_empty_0_high-angle_shot_0_original.png	take the corn can on the kitchen table	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'corn', 'bbox_2d': '<MISSING>'}]}]
3141_enriched.hrc	image_generator/data/images/3141_partial_2_close-up_shot_3_original.png	take the corn can on the kitchen table	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'corn', 'bbox_2d': '<MISSING>'}]}]
3090_enriched.hrc	image_generator/data/images/3090_full_1_close-up_shot_2_original.png	move along the wall	[{'frame': 'MOTION', 'elements': [{'name': 'Path', 'surface': 'wall', 'bbox_2d': [3, 90, 813, 721]}]}]
3090_enriched.hrc	image_generator/data/images/3090_empty_0_close-up_shot_3_original.png	move along the wall	[{'frame': 'MOTION', 'elements': [{'name': 'Path', 'surface': 'wall', 'bbox_2d': '<MISSING>'}]}]
3104_enriched.hrc	image_generator/data/images/3104_empty_2_close-up_shot_0_original.png	put the jacket in the wardrobe	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'jacket', 'bbox_2d': '<MISSING>'}, {'name': 'Goal', 'surface': 'wardrobe', 'bbox_2d': '<MISSING>'}]}]
3104_enriched.hrc	image_generator/data/images/3104_partial_2_wide_shot_2_original.png	put the jacket in the wardrobe	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'jacket', 'bbox_2d': [261, 662, 786, 803]}, {'name': 'Goal', 'surface': 'wardrobe', 'bbox_2d': '<MISSING>'}]}]
3070_enriched.hrc	image_generator/data/images/3070_full_1_close-up_shot_2_original.png	go near the window	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'window', 'bbox_2d': [118, 95, 921, 916]}]}]
3070_enriched.hrc	image_generator/data/images/3070_empty_0_close-up_shot_3_original.png	go near the window	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'window', 'bbox_2d': [410, 55, 683, 525]}]}]
3130_enriched.hrc	image_generator/data/images/3130_full_1_close-up_shot_2_original.png	take a coffee mug	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'mug', 'bbox_2d': [332, 484, 659, 803]}]}]
3130_enriched.hrc	image_generator/data/images/3130_empty_0_close-up_shot_3_original.png	take a coffee mug	[{'frame': 'TAKING', 'elements': [{'name': 'Theme', 'surface': 'mug', 'bbox_2d': [109, 498, 500, 865]}]}]
3068_enriched.hrc	image_generator/data/images/3068_full_3_high-angle_shot_0_original.png	go in the kitchen and switch off the microwave and the dishwasher	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'kitchen', 'bbox_2d': '<ROOM>'}]}, {'frame': 'CHANGE_OPERATIONAL_STATE', 'elements': [{'name': 'Operational_state', 'surface': 'off', 'bbox_2d': '<STATUS>'}, {'name': 'Device', 'surface': 'microwave', 'bbox_2d': [233, 55, 888, 329]}]}]
3068_enriched.hrc	image_generator/data/images/3068_empty_2_high-angle_shot_0_original.png	go in the kitchen and switch off the microwave and the dishwasher	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'kitchen', 'bbox_2d': '<ROOM>'}]}, {'frame': 'CHANGE_OPERATIONAL_STATE', 'elements': [{'name': 'Operational_state', 'surface': 'off', 'bbox_2d': '<STATUS>'}, {'name': 'Device', 'surface': 'microwave', 'bbox_2d': [333, 79, 832, 325]}]}]
3068_enriched.hrc	image_generator/data/images/3068_partial_1_close-up_shot_2_original.png	go in the kitchen and switch off the microwave and the dishwasher	[{'frame': 'MOTION', 'elements': [{'name': 'Goal', 'surface': 'kitchen', 'bbox_2d': '<ROOM>'}]}, {'frame': 'CHANGE_OPERATIONAL_STATE', 'elements': [{'name': 'Operational_state', 'surface': 'off', 'bbox_2d': '<STATUS>'}, {'name': 'Device', 'surface': 'microwave', 'bbox_2d': [278, 23, 863, 259]}]}]
3123_enriched.hrc	image_generator/data/images/3123_full_1_close-up_shot_2_original.png	robot why do n't you go around and search for my hat	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Area', 'surface': 'around', 'bbox_2d': '<MISSING>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'hat', 'bbox_2d': '<MISSING>'}]}]
3123_enriched.hrc	image_generator/data/images/3123_empty_1_high-angle_shot_1_original.png	robot why do n't you go around and search for my hat	[{'frame': 'MOTION', 'elements': [{'name': 'Theme', 'surface': 'you', 'bbox_2d': '<ROBOT>'}, {'name': 'Area', 'surface': 'around', 'bbox_2d': '<MISSING>'}]}, {'frame': 'LOCATING', 'elements': [{'name': 'Sought_entity', 'surface': 'hat', 'bbox_2d': [333, 514, 495, 670]}]}]
3108_enriched.hrc	image_generator/data/images/3108_empty_0_close-up_shot_2_original.png	put the pillow on the bed	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'pillow', 'bbox_2d': [839, 639, 1021, 825]}, {'name': 'Goal', 'surface': 'bed', 'bbox_2d': '<MISSING>'}]}]
3108_enriched.hrc	image_generator/data/images/3108_partial_1_low-angle_shot_2_original.png	put the pillow on the bed	[{'frame': 'PLACING', 'elements': [{'name': 'Theme', 'surface': 'pillow', 'bbox_2d': '<MISSING>'}, {'name': 'Goal', 'surface': 'bed', 'bbox_2d': [202, 548, 826, 765]}]}]
3038_enriched.hrc	image_generator/data/images/3038_full_1_close-up_shot_2_original.png	bring me a glass of water	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'glass', 'bbox_2d': '<MISSING>'}]}]
3038_enriched.hrc	image_generator/data/images/3038_empty_0_high-angle_shot_1_original.png	bring me a glass of water	[{'frame': 'BRINGING', 'elements': [{'name': 'Beneficiary', 'surface': 'me', 'bbox_2d': '<PERSON>'}, {'name': 'Theme', 'surface': 'glass', 'bbox_2d': '<MISSING>'}]}]
